Name,Model,Company,Year,Fuel Type,KM Driven,Transmission Type,Price(in Lakh),Location
Maruti S PRESSO LXI (O),S PRESSO LXI (O),Maruti,2019,PETROL,36132,Manual,370000,Kolkata
Maruti Wagon R 1.0 VXI,Wagon R 1.0 VXI,Maruti,2012,PETROL,60764,Manual,190000,Kolkata
Tata Tiago XT PETROL,Tiago XT PETROL,Tata,2021,PETROL,11624,Manual,517000,Kolkata
Hyundai Xcent S 1.2,Xcent S 1.2,Hyundai,2014,PETROL,97215,Manual,268000,Kolkata
Maruti Swift VXI,Swift VXI,Maruti,2011,PETROL,52563,Manual,219000,Kolkata
Maruti S PRESSO VXI+,S PRESSO VXI+,Maruti,2019,PETROL,17064,Manual,394000,Kolkata
Hyundai NEW SANTRO SPORTZ AMT,NEW SANTRO SPORTZ AMT,Hyundai,2021,PETROL,16506,Automatic,495000,Kolkata
Hyundai GRAND I10 NIOS MAGNA 1.2 KAPPA VTVT,GRAND I10 NIOS MAGNA 1.2 KAPPA VTVT,Hyundai,2020,PETROL,32265,Manual,459000,Kolkata
Hyundai GRAND I10 NIOS ASTA 1.2 KAPPA VTVT,GRAND I10 NIOS ASTA 1.2 KAPPA VTVT,Hyundai,2021,PETROL,9626,Manual,624000,Kolkata
Hyundai Verna 1.6 VTVT SX O,Verna 1.6 VTVT SX O,Hyundai,2018,PETROL,60647,Manual,705000,Kolkata
Maruti Ertiga VXI,Ertiga VXI,Maruti,2013,PETROL,13087,Manual,411000,Kolkata
Hyundai Elite i20 SPORTZ PLUS 1.2,Elite i20 SPORTZ PLUS 1.2,Hyundai,2020,PETROL,19157,Manual,634000,Kolkata
Tata TIGOR XZ PETROL,TIGOR XZ PETROL,Tata,2018,PETROL,94586,Manual,416000,Mumbai
Maruti Dzire VXI AMT,Dzire VXI AMT,Maruti,2018,PETROL,51852,Automatic,550000,Mumbai
Hyundai Xcent S 1.2,Xcent S 1.2,Hyundai,2014,PETROL,55106,Manual,367000,Mumbai
Hyundai Elite i20 ASTA 1.2 (O),Elite i20 ASTA 1.2 (O),Hyundai,2016,PETROL,27261,Manual,521000,Mumbai
Maruti Swift Dzire ZDI,Swift Dzire ZDI,Maruti,2014,DIESEL,11144,Manual,613000,Mumbai
Hyundai Elite i20 ASTA 1.2 (O),Elite i20 ASTA 1.2 (O),Hyundai,2018,PETROL,56236,Manual,597000,Mumbai
Maruti Wagon R 1.0 VXI,Wagon R 1.0 VXI,Maruti,2012,PETROL,42425,Manual,231000,Mumbai
Honda WR-V 1.2L I-VTEC VX MT,WR-V 1.2L I-VTEC VX MT,Honda,2018,PETROL,59897,Manual,711000,Mumbai
Hyundai Creta SX PLUS AT 1.6 PETROL,Creta SX PLUS AT 1.6 PETROL,Hyundai,2016,PETROL,83626,Automatic,854000,Mumbai
Renault Kwid RXT 1.0,Kwid RXT 1.0,Renault,2016,PETROL,45919,Manual,295000,Mumbai
Hyundai Grand i10 ASTA AT 1.2 KAPPA VTVT,Grand i10 ASTA AT 1.2 KAPPA VTVT,Hyundai,2015,PETROL,62163,Automatic,416000,Mumbai
Hyundai Elite i20 SPORTZ 1.2 (O),Elite i20 SPORTZ 1.2 (O),Hyundai,2015,PETROL,51020,Manual,486000,Mumbai
Maruti Ertiga ZXI (O) CNG,Ertiga ZXI (O) CNG,Maruti,2022,CNG,20619,Manual,1190000,Mumbai
Maruti Baleno DELTA DIESEL 1.3,Baleno DELTA DIESEL 1.3,Maruti,2016,DIESEL,62767,Manual,557000,Mumbai
Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,Grand i10 MAGNA 1.2 KAPPA VTVT,Hyundai,2018,CNG,32749,Manual,484000,Mumbai
Honda Jazz 1.2L I-VTEC V,Jazz 1.2L I-VTEC V,Honda,2016,PETROL,36158,Manual,420000,Mumbai
Maruti Celerio ZXI AMT,Celerio ZXI AMT,Maruti,2016,PETROL,76727,Automatic,381000,Mumbai
Maruti Baleno ZETA PETROL 1.2,Baleno ZETA PETROL 1.2,Maruti,2017,PETROL,40995,Manual,545000,Mumbai
Honda City 1.5L I-VTEC VX CVT,City 1.5L I-VTEC VX CVT,Honda,2019,PETROL,54705,Automatic,958000,Mumbai
Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Grand i10 SPORTZ 1.2 KAPPA VTVT,Hyundai,2016,PETROL,59893,Manual,372000,Mumbai
Maruti Baleno DELTA PETROL 1.2,Baleno DELTA PETROL 1.2,Maruti,2016,PETROL,43273,Manual,505000,Mumbai
Maruti Wagon R 1.0 LXI CNG,Wagon R 1.0 LXI CNG,Maruti,2017,CNG,56359,Manual,369000,Mumbai
Renault Kwid RXT 0.8,Kwid RXT 0.8,Renault,2016,PETROL,26172,Manual,254000,Mumbai
Honda BR-V 1.5L I-VTEC V CVT,BR-V 1.5L I-VTEC V CVT,Honda,2017,PETROL,75870,Automatic,650000,Mumbai
Renault Kwid RXL,Kwid RXL,Renault,2020,PETROL,41196,Manual,361000,Mumbai
Hyundai Elite i20 SPORTZ 1.2,Elite i20 SPORTZ 1.2,Hyundai,2017,PETROL,44558,Manual,536000,Mumbai
Tata Tiago XZ PETROL,Tiago XZ PETROL,Tata,2017,PETROL,37602,Manual,390000,Mumbai
KIA SELTOS GTX PLUS DCT 1.4 PETROL,SELTOS GTX PLUS DCT 1.4 PETROL,KIA,2021,PETROL,33374,Automatic,1460000,Mumbai
Maruti Ciaz DELTA 1.5 SHVS MT PETROL,Ciaz DELTA 1.5 SHVS MT PETROL,Maruti,2021,PETROL,30926,Manual,777000,Mumbai
Hyundai VENUE SX PLUS 1.0 TURBO DCT,VENUE SX PLUS 1.0 TURBO DCT,Hyundai,2021,PETROL,48355,Automatic,965000,Mumbai
Maruti Vitara Brezza ZDI PLUS DUAL TONE,Vitara Brezza ZDI PLUS DUAL TONE,Maruti,2016,DIESEL,99679,Manual,674000,Mumbai
Maruti Wagon R 1.0 LXI,Wagon R 1.0 LXI,Maruti,2013,PETROL,21606,Manual,268000,Mumbai
Tata Tiago XZA PETROL,Tiago XZA PETROL,Tata,2019,PETROL,32045,Automatic,514000,Mumbai
Maruti Baleno DELTA PETROL 1.2,Baleno DELTA PETROL 1.2,Maruti,2020,PETROL,33723,Manual,583000,Mumbai
Maruti Ertiga ZXI,Ertiga ZXI,Maruti,2015,PETROL,48033,Manual,649000,Mumbai
Hyundai Elite i20 MAGNA 1.2,Elite i20 MAGNA 1.2,Hyundai,2016,PETROL,38566,Manual,469000,Mumbai
Maruti Wagon R 1.0 LXI CNG,Wagon R 1.0 LXI CNG,Maruti,2014,CNG,99498,Manual,279000,Mumbai
Hyundai GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT DUAL TONE,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT DUAL TONE,Hyundai,2019,PETROL,30977,Manual,574000,Mumbai
Maruti Swift VXI,Swift VXI,Maruti,2014,PETROL,29876,Manual,393000,Mumbai
Tata ALTROZ XZ PLUS PETROL,ALTROZ XZ PLUS PETROL,Tata,2021,PETROL,13348,Manual,744000,Mumbai
Tata NEXON XZ PETROL,NEXON XZ PETROL,Tata,2021,PETROL,13342,Manual,862000,Mumbai
Maruti Swift VXI,Swift VXI,Maruti,2014,PETROL,53120,Manual,371000,Mumbai
Maruti Wagon R 1.0 LXI CNG,Wagon R 1.0 LXI CNG,Maruti,2013,CNG,80601,Manual,279000,Mumbai
Hyundai VENUE SX 1.0 (O) TURBO,VENUE SX 1.0 (O) TURBO,Hyundai,2019,PETROL,45750,Manual,758000,Mumbai
Maruti Ciaz ZXI+ AT,Ciaz ZXI+ AT,Maruti,2016,PETROL,90742,Automatic,567000,Mumbai
Hyundai VENUE S 1.0 TURBO IMT,VENUE S 1.0 TURBO IMT,Hyundai,2021,PETROL,49880,Manual,827000,Mumbai
Hyundai VENUE SX 1.0 TURBO,VENUE SX 1.0 TURBO,Hyundai,2019,PETROL,34899,Manual,852000,Mumbai
Renault Duster RXS OPT CVT,Duster RXS OPT CVT,Renault,2019,PETROL,26958,Automatic,756000,Mumbai
Honda City 1.5L I-VTEC SV CVT,City 1.5L I-VTEC SV CVT,Honda,2014,PETROL,45962,Automatic,493000,Mumbai
Maruti Wagon R 1.0 VXI,Wagon R 1.0 VXI,Maruti,2013,PETROL,44412,Manual,269000,Mumbai
Honda Amaze 1.2L I-VTEC V,Amaze 1.2L I-VTEC V,Honda,2020,PETROL,30688,Manual,603000,Mumbai
Honda City 1.5L I-VTEC S MT,City 1.5L I-VTEC S MT,Honda,2015,PETROL,79079,Manual,422000,Mumbai
Renault TRIBER RXT,TRIBER RXT,Renault,2021,PETROL,24621,Manual,611000,Mumbai
Hyundai NEW SANTRO MAGNA CNG,NEW SANTRO MAGNA CNG,Hyundai,2018,CNG,59736,Manual,427000,Mumbai
Hyundai Elite i20 SPORTZ 1.2,Elite i20 SPORTZ 1.2,Hyundai,2014,PETROL,60702,Manual,411000,Mumbai
Maruti New Wagon-R VXI 1.2,New Wagon-R VXI 1.2,Maruti,2020,PETROL,20785,Manual,516000,Mumbai
Maruti Celerio VXI CNG,Celerio VXI CNG,Maruti,2019,CNG,35436,Manual,518000,Mumbai
Maruti Wagon R 1.0 VXI,Wagon R 1.0 VXI,Maruti,2017,PETROL,34793,Manual,379000,Mumbai
Maruti Wagon R 1.0 VXI,Wagon R 1.0 VXI,Maruti,2017,PETROL,22280,Manual,382000,Mumbai
Hyundai Elite i20 ASTA 1.2,Elite i20 ASTA 1.2,Hyundai,2016,PETROL,46613,Manual,504000,Mumbai
Tata NEXON XZA PLUS DIESEL KAZIRANGA,NEXON XZA PLUS DIESEL KAZIRANGA,Tata,2022,DIESEL,37152,Automatic,1210000,Mumbai
Hyundai Xcent BASE 1.2,Xcent BASE 1.2,Hyundai,2014,PETROL,54098,Manual,358000,Mumbai
Hyundai Grand i10 ASTA AT 1.2 KAPPA VTVT,Grand i10 ASTA AT 1.2 KAPPA VTVT,Hyundai,2016,PETROL,70453,Automatic,426000,Mumbai
Mahindra XUV300 W6 1.5 DIESEL,XUV300 W6 1.5 DIESEL,Mahindra,2022,DIESEL,16454,Manual,1000000,Mumbai
Maruti New Wagon-R VXI (O) 1.2,New Wagon-R VXI (O) 1.2,Maruti,2019,PETROL,25824,Manual,512000,Mumbai
Hyundai Creta E PLUS 1.6 PETROL,Creta E PLUS 1.6 PETROL,Hyundai,2017,PETROL,89501,Manual,675000,Mumbai
Hyundai Elite i20 SPORTZ 1.2,Elite i20 SPORTZ 1.2,Hyundai,2016,PETROL,46186,Manual,502000,Mumbai
Hyundai Grand i10 SPORTZ AT 1.2 KAPPA VTVT,Grand i10 SPORTZ AT 1.2 KAPPA VTVT,Hyundai,2018,PETROL,86975,Automatic,509000,Mumbai
Honda City 1.5L I-VTEC V MT,City 1.5L I-VTEC V MT,Honda,2017,PETROL,38411,Manual,672000,Mumbai
Maruti Baleno ZETA PETROL 1.2,Baleno ZETA PETROL 1.2,Maruti,2017,PETROL,49544,Manual,454000,Mumbai
Honda City 1.5L I-DTEC SV,City 1.5L I-DTEC SV,Honda,2015,DIESEL,91885,Manual,478000,Mumbai
Renault Duster 110 PS RXZ DIESEL,Duster 110 PS RXZ DIESEL,Renault,2013,DIESEL,59697,Manual,376000,Mumbai
Maruti Celerio ZXI AMT,Celerio ZXI AMT,Maruti,2017,PETROL,42234,Automatic,408000,Mumbai
Maruti Wagon R 1.0 VXI,Wagon R 1.0 VXI,Maruti,2016,PETROL,51265,Manual,348000,Mumbai
Maruti Baleno DELTA PETROL 1.2,Baleno DELTA PETROL 1.2,Maruti,2017,PETROL,35708,Manual,520000,Mumbai
Maruti Baleno DELTA CVT PETROL 1.2,Baleno DELTA CVT PETROL 1.2,Maruti,2019,PETROL,16547,Automatic,600000,Mumbai
Maruti Ertiga VXI CNG,Ertiga VXI CNG,Maruti,2015,CNG,52143,Manual,589000,Mumbai
Tata Harrier XZ 2.0L,Harrier XZ 2.0L,Tata,2019,DIESEL,52045,Manual,1260000,Mumbai
Hyundai VENUE SX 1.0 TURBO,VENUE SX 1.0 TURBO,Hyundai,2021,PETROL,34705,Manual,839000,Mumbai
Honda City 1.5L I-VTEC VX,City 1.5L I-VTEC VX,Honda,2015,PETROL,61228,Manual,516000,Mumbai
Maruti Swift VXI,Swift VXI,Maruti,2015,PETROL,76928,Manual,389000,Mumbai
Honda Jazz 1.2L I-VTEC V AT,Jazz 1.2L I-VTEC V AT,Honda,2015,PETROL,34003,Automatic,470000,Mumbai
Renault Kiger RXL MT,Kiger RXL MT,Renault,2021,PETROL,46060,Manual,538000,Mumbai
Maruti Ciaz ZXI,Ciaz ZXI,Maruti,2015,PETROL,85633,Manual,476000,Mumbai
Tata Tiago XZ PETROL,Tiago XZ PETROL,Tata,2018,PETROL,90317,Manual,390000,Mumbai
Honda City 1.5L I-VTEC V MT,City 1.5L I-VTEC V MT,Honda,2011,PETROL,90143,Manual,254000,Mumbai
Maruti Vitara Brezza VDI,Vitara Brezza VDI,Maruti,2017,DIESEL,53140,Manual,629000,Mumbai
Maruti Ciaz ZDI+ SHVS,Ciaz ZDI+ SHVS,Maruti,2017,DIESEL,75650,Manual,604000,Mumbai
Hyundai Elite i20 SPORTZ 1.2 (O),Elite i20 SPORTZ 1.2 (O),Hyundai,2015,PETROL,77613,Manual,443000,Mumbai
Maruti Swift VXI,Swift VXI,Maruti,2012,PETROL,52220,Manual,295000,Mumbai
Hyundai Creta E PLUS 1.6 PETROL,Creta E PLUS 1.6 PETROL,Hyundai,2016,PETROL,56586,Manual,665000,Mumbai
Hyundai New Elantra 2.0 SX(O) AT PETROL,New Elantra 2.0 SX(O) AT PETROL,Hyundai,2017,PETROL,76064,Automatic,806000,Mumbai
Hyundai i20 SPORTZ 1.2,i20 SPORTZ 1.2,Hyundai,2014,PETROL,35207,Manual,359000,Mumbai
Honda City 1.5L I-VTEC V MT,City 1.5L I-VTEC V MT,Honda,2014,PETROL,61542,Manual,449000,Mumbai
Maruti Swift Dzire VXI,Swift Dzire VXI,Maruti,2016,PETROL,49757,Manual,439000,Mumbai
Mahindra XUV300 W6 1.2 PETROL AMT,XUV300 W6 1.2 PETROL AMT,Mahindra,2022,PETROL,13010,Automatic,940000,Mumbai
Maruti Baleno ALPHA DIESEL 1.3,Baleno ALPHA DIESEL 1.3,Maruti,2017,DIESEL,73649,Manual,556000,Mumbai
Maruti Wagon R Stingray VXI,Wagon R Stingray VXI,Maruti,2013,PETROL,35954,Manual,295000,Mumbai
Maruti BREZZA ZXI SMART HYBRID,BREZZA ZXI SMART HYBRID,Maruti,2022,PETROL,5377,Manual,1150000,Mumbai
Hyundai Creta SX PLUS 1.6 PETROL DUAL TONE,Creta SX PLUS 1.6 PETROL DUAL TONE,Hyundai,2018,PETROL,50556,Manual,835000,Mumbai
Hyundai Xcent S 1.2,Xcent S 1.2,Hyundai,2016,PETROL,95851,Manual,338000,Mumbai
Maruti Baleno ZETA DIESEL 1.3,Baleno ZETA DIESEL 1.3,Maruti,2015,DIESEL,56687,Manual,526000,Mumbai
Maruti Alto 800 LXI,Alto 800 LXI,Maruti,2016,PETROL,45935,Manual,251000,Mumbai
Maruti Swift VXI,Swift VXI,Maruti,2012,PETROL,15045,Manual,315000,Mumbai
Hyundai GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,Hyundai,2019,PETROL,47261,Automatic,570000,Mumbai
Hyundai i20 SPORTZ 1.2,i20 SPORTZ 1.2,Hyundai,2011,PETROL,122248,Manual,225000,Mumbai
Maruti Celerio VXI AMT,Celerio VXI AMT,Maruti,2014,PETROL,76296,Automatic,312000,Mumbai
Hyundai Elite i20 SPORTZ 1.2,Elite i20 SPORTZ 1.2,Hyundai,2017,PETROL,41718,Manual,469000,Mumbai
Tata TIGOR XZ PLUS CNG,TIGOR XZ PLUS CNG,Tata,2022,CNG,5837,Manual,793000,Mumbai
Maruti Swift VXI O,Swift VXI O,Maruti,2016,PETROL,35970,Manual,433000,Mumbai
Hyundai New Elantra 1.6 SX (O) AT DIESEL,New Elantra 1.6 SX (O) AT DIESEL,Hyundai,2018,DIESEL,48054,Automatic,1060000,Mumbai
Maruti Swift Dzire ZDI,Swift Dzire ZDI,Maruti,2014,DIESEL,114899,Manual,465000,Mumbai
Maruti Wagon R 1.0 VXI AMT,Wagon R 1.0 VXI AMT,Maruti,2017,PETROL,65289,Automatic,366000,Mumbai
Hyundai Creta BASE 1.6 PETROL,Creta BASE 1.6 PETROL,Hyundai,2016,PETROL,53911,Manual,658000,Mumbai
Maruti Baleno ZETA PETROL 1.2,Baleno ZETA PETROL 1.2,Maruti,2020,PETROL,14523,Manual,605000,Mumbai
Tata ALTROZ XZ PETROL,ALTROZ XZ PETROL,Tata,2020,PETROL,47992,Manual,654000,Mumbai
Hyundai Elite i20 ASTA 1.2,Elite i20 ASTA 1.2,Hyundai,2016,PETROL,62117,Manual,459000,Mumbai
Honda City 1.5L I-VTEC V MT,City 1.5L I-VTEC V MT,Honda,2015,PETROL,73939,Manual,446000,Mumbai
Maruti Baleno ZETA CVT PETROL 1.2,Baleno ZETA CVT PETROL 1.2,Maruti,2017,PETROL,77650,Automatic,521000,Mumbai
Maruti S PRESSO VXI CNG,S PRESSO VXI CNG,Maruti,2020,CNG,66992,Manual,399000,Mumbai
Hyundai Creta SX (O) 1.6 DIESEL,Creta SX (O) 1.6 DIESEL,Hyundai,2018,DIESEL,66962,Manual,1010000,Mumbai
Hyundai i10 MAGNA 1.1,i10 MAGNA 1.1,Hyundai,2011,PETROL,79326,Manual,194000,Mumbai
Honda WR-V 1.2L I-VTEC VX MT,WR-V 1.2L I-VTEC VX MT,Honda,2018,PETROL,45344,Manual,607000,Mumbai
Maruti Celerio VXI CNG,Celerio VXI CNG,Maruti,2018,CNG,74536,Manual,395000,Mumbai
Maruti Celerio ZXI (O),Celerio ZXI (O),Maruti,2021,PETROL,23012,Manual,502000,Mumbai
Hyundai New Elantra 2.0 SX(O) AT PETROL,New Elantra 2.0 SX(O) AT PETROL,Hyundai,2019,PETROL,43333,Automatic,1080000,Mumbai
Hyundai i10 SPORTZ 1.1,i10 SPORTZ 1.1,Hyundai,2014,PETROL,21258,Manual,304000,Mumbai
Maruti New Wagon-R LXI CNG 1.0,New Wagon-R LXI CNG 1.0,Maruti,2021,CNG,23233,Manual,562000,Mumbai
Tata NEXON XZA PLUS DIESEL DUAL TONE,NEXON XZA PLUS DIESEL DUAL TONE,Tata,2018,DIESEL,104792,Automatic,668000,Mumbai
Tata TIGOR XZ PLUS CNG,TIGOR XZ PLUS CNG,Tata,2022,CNG,18438,Manual,708000,Mumbai
Hyundai Elite i20 SPORTZ 1.2,Elite i20 SPORTZ 1.2,Hyundai,2016,PETROL,16301,Manual,520000,Mumbai
Honda City 1.5L I-VTEC VX,City 1.5L I-VTEC VX,Honda,2015,PETROL,100831,Manual,456000,Mumbai
Maruti Baleno ZETA CVT PETROL 1.2,Baleno ZETA CVT PETROL 1.2,Maruti,2019,PETROL,24684,Automatic,708000,Mumbai
Hyundai Elite i20 SPORTZ 1.2,Elite i20 SPORTZ 1.2,Hyundai,2015,PETROL,30141,Manual,427000,Mumbai
Tata Safari XZ PLUS,Safari XZ PLUS,Tata,2021,DIESEL,16603,Manual,1870000,Mumbai
Maruti Wagon R 1.0 VXI AMT,Wagon R 1.0 VXI AMT,Maruti,2015,PETROL,95214,Automatic,298000,Mumbai
Hyundai Creta SX PLUS AT 1.6 DIESEL,Creta SX PLUS AT 1.6 DIESEL,Hyundai,2017,DIESEL,79836,Automatic,972000,Mumbai
Maruti Swift Dzire ZXI,Swift Dzire ZXI,Maruti,2012,PETROL,60719,Manual,341000,Mumbai
Honda Amaze 1.5L I-DTEC V CVT,Amaze 1.5L I-DTEC V CVT,Honda,2019,DIESEL,55833,Automatic,716000,Mumbai
Maruti Celerio VXI,Celerio VXI,Maruti,2014,PETROL,66046,Manual,305000,Mumbai
Maruti Celerio VXI CNG,Celerio VXI CNG,Maruti,2017,CNG,79682,Manual,406000,Mumbai
Honda Jazz 1.2L I-VTEC SV,Jazz 1.2L I-VTEC SV,Honda,2017,PETROL,25602,Manual,444000,Mumbai
Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Grand i10 SPORTZ 1.2 KAPPA VTVT,Hyundai,2014,PETROL,56392,Manual,324000,Mumbai
Hyundai Creta SX 1.6 PETROL,Creta SX 1.6 PETROL,Hyundai,2019,PETROL,70430,Manual,838000,Mumbai
Honda City 1.5L I-VTEC VX,City 1.5L I-VTEC VX,Honda,2015,PETROL,75533,Manual,537000,Mumbai
Maruti Swift VXI,Swift VXI,Maruti,2017,PETROL,47322,Manual,486000,Mumbai
Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,Grand i10 SPORTZ 1.2 KAPPA VTVT,Hyundai,2017,PETROL,21635,Manual,449000,Mumbai
Maruti Swift VXI,Swift VXI,Maruti,2014,PETROL,69389,Manual,333000,Mumbai
Maruti New Wagon-R LXI CNG (O) 1.0,New Wagon-R LXI CNG (O) 1.0,Maruti,2021,CNG,13106,Manual,584000,Mumbai
Maruti Swift VXI,Swift VXI,Maruti,2017,PETROL,57535,Manual,474000,Mumbai
Honda City 1.5L I-VTEC SV,City 1.5L I-VTEC SV,Honda,2015,PETROL,61177,Manual,470000,Mumbai
Maruti New Wagon-R LXI CNG 1.0,New Wagon-R LXI CNG 1.0,Maruti,2021,CNG,19622,Manual,562000,Mumbai
Mahindra XUV500 W10 AT,XUV500 W10 AT,Mahindra,2017,DIESEL,57449,Automatic,1130000,Mumbai
Maruti Wagon R 1.0 LXI CNG,Wagon R 1.0 LXI CNG,Maruti,2017,CNG,62850,Manual,321000,Mumbai
Renault Kwid CLIMBER AMT 1.0,Kwid CLIMBER AMT 1.0,Renault,2023,PETROL,12014,Automatic,553000,Mumbai
Maruti Ciaz ZETA 1.5 SHVS MT PETROL,Ciaz ZETA 1.5 SHVS MT PETROL,Maruti,2018,PETROL,18001,Manual,707000,Mumbai
Tata ALTROZ XZ PETROL,ALTROZ XZ PETROL,Tata,2020,PETROL,71356,Manual,669000,Mumbai
Maruti Wagon R 1.0 VXI,Wagon R 1.0 VXI,Maruti,2012,PETROL,43569,Manual,231000,Mumbai
Renault Duster RXS CVT,Duster RXS CVT,Renault,2017,PETROL,31113,Automatic,615000,Mumbai
Maruti Celerio ZXI,Celerio ZXI,Maruti,2016,PETROL,33655,Manual,367000,Mumbai
Honda WR-V 1.2L I-VTEC VX MT,WR-V 1.2L I-VTEC VX MT,Honda,2017,PETROL,87905,Manual,555000,Mumbai
Maruti BREZZA ZXI SMART HYBRID,BREZZA ZXI SMART HYBRID,Maruti,2023,PETROL,10234,Manual,1230000,Mumbai
Maruti Wagon R 1.0 LXI,Wagon R 1.0 LXI,Maruti,2014,PETROL,67447,Manual,283000,Mumbai
Maruti Dzire VDI AMT,Dzire VDI AMT,Maruti,2017,DIESEL,36258,Automatic,614000,Mumbai
Honda City 1.5L I-VTEC ZX CVT,City 1.5L I-VTEC ZX CVT,Honda,2017,PETROL,33613,Automatic,768000,Mumbai
Hyundai Elite i20 SPORTZ 1.2,Elite i20 SPORTZ 1.2,Hyundai,2016,PETROL,52544,Manual,428000,Mumbai
Hyundai VENUE SX PLUS 1.0 TURBO DCT,VENUE SX PLUS 1.0 TURBO DCT,Hyundai,2019,PETROL,113669,Automatic,810000,Mumbai
Hyundai AURA SX PLUS 1.2 AMT,AURA SX PLUS 1.2 AMT,Hyundai,2022,PETROL,20883,Automatic,802000,Mumbai
Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,Grand i10 ASTA 1.2 KAPPA VTVT,Hyundai,2017,PETROL,44823,Manual,453000,Mumbai
Maruti New Wagon-R LXI CNG 1.0,New Wagon-R LXI CNG 1.0,Maruti,2021,CNG,27051,Manual,562000,Mumbai
Mahindra XUV500 W10 AT,XUV500 W10 AT,Mahindra,2017,DIESEL,84800,Automatic,1030000,Mumbai
Honda Brio VX AT,Brio VX AT,Honda,2014,PETROL,69196,Automatic,328000,Mumbai
Maruti Celerio ZXI,Celerio ZXI,Maruti,2017,PETROL,27882,Manual,391000,Mumbai
Maruti S Cross ALPHA AT SMART HYBRID,S Cross ALPHA AT SMART HYBRID,Maruti,2020,PETROL,29624,Automatic,1000000,Mumbai
Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,Grand i10 MAGNA 1.2 KAPPA VTVT,Hyundai,2018,PETROL,45213,Manual,456000,Mumbai
Hyundai Creta E PLUS 1.6 PETROL,Creta E PLUS 1.6 PETROL,Hyundai,2017,PETROL,23252,Manual,730000,Mumbai
Honda City 1.5L I-VTEC ZX CVT,City 1.5L I-VTEC ZX CVT,Honda,2021,PETROL,22827,Automatic,1270000,Mumbai
Hyundai Grand i10 SPORTZ (O) AT 1.2 KAPPA VTVT,Grand i10 SPORTZ (O) AT 1.2 KAPPA VTVT,Hyundai,2018,PETROL,65001,Automatic,529000,Mumbai
Honda City 1.5L I-VTE V CVT,City 1.5L I-VTE V CVT,Honda,2017,PETROL,68950,Automatic,654000,Mumbai
Maruti New Wagon-R LXI 1.0,New Wagon-R LXI 1.0,Maruti,2023,PETROL,1958,Manual,589000,Mumbai
Honda WR-V 1.2L I-VTEC VX MT,WR-V 1.2L I-VTEC VX MT,Honda,2019,PETROL,70985,Manual,654000,Mumbai
Maruti S PRESSO VXI+,S PRESSO VXI+,Maruti,2021,PETROL,12655,Manual,405000,Mumbai
Hyundai Creta SX PLUS AT 1.6 PETROL,Creta SX PLUS AT 1.6 PETROL,Hyundai,2017,PETROL,90305,Automatic,836000,Mumbai
Tata ALTROZ XZ PETROL,ALTROZ XZ PETROL,Tata,2020,PETROL,11670,Manual,693000,Mumbai
Hyundai Xcent S 1.2,Xcent S 1.2,Hyundai,2015,PETROL,65203,Manual,348000,Mumbai
Hyundai i20 ASTA 1.2,i20 ASTA 1.2,Hyundai,2011,PETROL,31724,Manual,219000,Mumbai
Maruti New Wagon-R LXI CNG 1.0,New Wagon-R LXI CNG 1.0,Maruti,2020,CNG,12950,Manual,510000,Mumbai
Tata NEXON XZA PLUS PETROL,NEXON XZA PLUS PETROL,Tata,2019,PETROL,61806,Automatic,773000,Mumbai
Mahindra XUV300 W8 1.5 DIESEL,XUV300 W8 1.5 DIESEL,Mahindra,2019,DIESEL,51938,Manual,866000,Mumbai
Maruti New Wagon-R LXI CNG (O) 1.0,New Wagon-R LXI CNG (O) 1.0,Maruti,2021,CNG,39613,Manual,574000,Mumbai
Maruti Wagon R 1.0 VXI,Wagon R 1.0 VXI,Maruti,2015,PETROL,30992,Manual,307000,Mumbai
Maruti Wagon R 1.0 LXI CNG,Wagon R 1.0 LXI CNG,Maruti,2013,CNG,75349,Manual,269000,Mumbai
Honda BR-V 1.5L I-VTEC VX,BR-V 1.5L I-VTEC VX,Honda,2018,PETROL,106523,Manual,724000,Mumbai
Maruti Wagon R 1.0 VXI,Wagon R 1.0 VXI,Maruti,2015,PETROL,28048,Manual,309000,Mumbai
Maruti Wagon R 1.0 VXI,Wagon R 1.0 VXI,Maruti,2013,PETROL,68427,Manual,268000,Mumbai
Tata ALTROZ XZA PLUS,ALTROZ XZA PLUS,Tata,2022,PETROL,2973,Automatic,868000,Mumbai
Maruti S PRESSO VXI PLUS AMT,S PRESSO VXI PLUS AMT,Maruti,2019,PETROL,21125,Automatic,431000,Mumbai
Maruti New Wagon-R LXI CNG 1.0,New Wagon-R LXI CNG 1.0,Maruti,2021,CNG,30981,Manual,562000,Mumbai
Maruti Swift Dzire ZDI,Swift Dzire ZDI,Maruti,2013,DIESEL,120050,Manual,438000,Mumbai
